PT1,PT2,PT3,PT4,PT5,PT6,Time (ms),L1,L2,L3,L4,L5,L6
0.2447499930858612,0.23624999821186066,0.23624999821186066,0.26225000619888306,0.2643750011920929,0.25862500071525574,2138,292.4477994,292.2508549,292.2507073,292.1938528,292.3712771,292.2728745
0.25212499499320984,0.24112500250339508,0.23774999380111694,0.2711249887943268,0.2787500023841858,0.27287501096725464,2200,292.8599557,292.5270448,292.335815,292.6977825,293.1868951,293.0721758
0.26524999737739563,0.25712499022483826,0.25200000405311584,0.28437501192092896,0.29612499475479126,0.2952499985694885,2263,293.5934542,293.4335125,293.1443413,293.4501311,294.1727287,294.3272174
0.28712499141693115,0.27662500739097595,0.2698749899864197,0.3018749952316284,0.3163749873638153,0.3188750147819519,2326,294.8159511,294.5382718,294.1585437,294.4437963,295.3216858,295.6523748
0.3112500011920929,0.3008750081062317,0.28837499022483826,0.31987500190734863,0.3373749852180481,0.3382500112056732,2394,296.1641915,295.912138,295.2082087,295.4658533,296.5131972,296.7391431
0.3345000147819519,0.32237499952316284,0.3071250021457672,0.33537501096725464,0.3567500114440918,0.35837501287460327,2453,297.4635322,297.1302044,296.2720589,296.3459581,297.61251,297.8679801
0.3569999933242798,0.34412500262260437,0.32374998927116394,0.351749986,0.374875009,0.3788749873638153,2513,298.7209567,298.3624351,297.2153382,297.2757444,298.6408978,299.0178499
0.3812499940395355,0.36625000834465027,0.34424999356269836,0.3707500100135803,0.3961249887943268,0.4007500112056732,2576,300.0761823,299.6159113,298.3784806,298.3545833,299.8465928,300.2448479
0.406374991,0.3894999921321869,0.36512500047683716,0.390749991,0.4180000126361847,0.42287498712539673,2643,301.4803075,300.9331222,299.5629003,299.4902007,301.087752,301.485866
0.43274998664855957,0.4127500057220459,0.38475000858306885,0.41100001335144043,0.4424999952316284,0.4481250047683716,2711,302.9542897,302.2503349,300.6763966,300.6400157,302.4778478,302.9021718
0.45787501335144043,0.4358749985694885,0.40537500381469727,0.4320000112056732,0.4650000035762787,0.4741249978542328,2776,304.3584166,303.5604646,301.8466309,301.8324149,303.7544678,304.3605446
0.4831250011920929,0.4612500071525574,0.4247500002384186,0.4516249895095825,0.4871250092983246,0.49825000762939453,2844,305.769527,304.9980673,302.9459419,302.9467393,305.0098107,305.7137472
0.5072500109672546,0.4846250116825104,0.44749999046325684,0.4701249897480011,0.5084999799728394,0.515749991,2910,307.1177674,306.3223613,304.2367455,303.9971865,306.2225975,306.6953436
0.531499982,0.5071250200271606,0.4659999907016754,0.4860000014305115,0.5289999842643738,0.5364999771118164,2969,308.4729913,307.5970829,305.2864105,304.8985843,307.38574,307.8592368
0.5507500171661377,0.5268750190734863,0.48337501287460327,0.5026249885559082,0.5461249947547913,0.5550000071525574,3029,309.5487908,308.7160048,306.2722457,305.8425664,308.3573899,308.8969272
0.5743749737739563,0.5452499985694885,0.503250003,0.5201249718666077,0.5733749866485596,0.5758749842643738,3088,310.8690854,309.7570259,307.3999257,306.8362316,309.9035175,310.0678313
0.596750021,0.5888749957084656,0.5347499847412109,0.5517500042915344,0.6042500138282776,0.6115000247955322,3155,312.1195281,312.2285685,309.187192,308.6319302,311.6553247,312.0660853
0.6351249814033508,0.6043750047683716,0.5519999861717224,0.5716249942779541,0.6242499947547913,0.637499988,3254,314.2641354,313.1067103,310.1659337,309.7604505,312.7900965,313.5244565
0.6577500104904175,0.6267499923706055,0.5682500004768372,0.5908750295639038,0.6431249976158142,0.6587499976158142,3315,315.5285484,314.374349,311.0879375,310.8534853,313.8610386,314.7163966
0.6793749928474426,0.6478750109672546,0.5879999995231628,0.6100000143051147,0.6631249785423279,0.6806250214576721,3377,316.7370733,315.5711716,312.2085257,311.9394196,314.9958104,315.9433947
0.7036250233650208,0.671999991,0.6086249947547913,0.6276249885559082,0.6848750114440918,0.6986250281333923,3444,318.0923005,316.9379549,313.3787599,312.9401819,316.2298778,316.953038
0.7272499799728394,0.6919999718666077,0.6286249756813049,0.6447499990463257,0.703249991,0.718625009,3503,319.4125951,318.0710393,314.5135318,313.9125558,317.2724492,318.0748625
0.7472500205039978,0.7124999761581421,0.6466249823570251,0.659375012,0.7238749861717224,0.7401250004768372,3564,320.5303092,319.2324522,315.5348277,314.7429776,318.4426835,319.2808245
0.7708749771118164,0.7327499985694885,0.6658750176429749,0.6767500042915344,0.7541249990463257,0.7591249942779541,3622,321.8506038,320.3797025,316.6270487,315.7295457,320.1590282,320.3465584
0.7935000061988831,0.7556250095367432,0.687250018,0.6983749866485596,0.768625021,0.7801250219345093,3689,323.1150168,321.6756697,317.8398372,316.9574322,320.9817398,321.5244768
0.8216249942779541,0.7803750038146973,0.7064999938011169,0.7173749804496765,0.7977499961853027,0.8067499995231628,3753,324.6867984,323.0778627,318.9320547,318.0362694,322.6342515,323.0179058
0.8412500023841858,0.8027499914169312,0.7256249785423279,0.7378749847412109,0.8116250038146973,0.8308749794960022,3819,325.7835535,324.3455014,320.0171805,319.2002786,323.4215006,324.3711067
0.8642500042915344,0.8252500295639038,0.7421249747276306,0.7562500238418579,0.8305000066757202,0.8510000109672546,3879,327.0689221,325.6202247,320.9533679,320.2436303,324.4924427,325.4999454
0.8901249766349792,0.8488749861717224,0.7632499933242798,0.7758749723434448,0.8521249890327454,0.8682500123977661,3944,328.5149602,326.9586795,322.1519728,321.357953,325.7194149,326.46752
0.9162499904632568,0.871874988,0.7822499871253967,0.7900000214576721,0.871999979,0.8827499747276306,4003,329.974972,328.2617279,323.2300067,322.1599863,326.8470949,327.2808414
0.9394999742507935,0.8932499885559082,0.8022500276565552,0.8101249933242798,0.8899999856948853,0.9151250123977661,4067,331.274311,329.4727131,324.3647819,323.3027008,327.8683908,329.0967986
0.9564999938011169,0.9128749966621399,0.825124979,0.8267499804496765,0.9122499823570251,0.9387500286102295,4126,332.2243671,330.5845537,325.6626757,324.2466829,329.1308255,330.421956
0.9808750152587891,0.937375009,0.843874991,0.846875012,0.9341250061988831,0.9648749828338623,4193,333.5865795,331.9725842,326.7265259,325.3894008,330.3719847,331.887338
1.0061249732971191,0.9635000228881836,0.8628749847412109,0.8686249852180481,0.9573749899864197,0.9879999756813049,4263,334.9976883,333.4526779,327.8045598,326.6243844,331.6911573,333.1844484
1.028749942779541,0.9857500195503235,0.8843749761581421,0.8886250257492065,0.9769999980926514,1.0031249523162842,4326,336.262098,334.7132353,329.0244402,327.7600052,332.8046537,334.0328277
1.0543750524520874,1.009624958,0.9020000100135803,0.906125009,0.9971250295639038,1.0264999866485596,4387,337.6941723,336.0658526,330.0244607,328.7536704,333.9465207,335.3439632
1.0732500553131104,1.0303750038146973,0.921999991,0.9262499809265137,1.0225000381469727,1.0418750047683716,4448,338.749013,337.2414314,331.1592325,329.8963849,335.3862643,336.2063676
1.0959999561309814,1.0505000352859497,0.9443749785423279,0.9452499747276306,1.0387500524520874,1.0668749809265137,4507,340.0204046,338.3816005,332.428759,330.9752221,336.3082681,337.6086482
1.124500036239624,1.0740000009536743,0.9610000252723694,0.9578750133514404,1.0698750019073486,1.090499997138977,4572,341.6131483,339.712974,333.3720416,331.6920835,338.0742555,338.9338055
1.1448750495910645,1.0994999408721924,0.9783750176429749,0.9743750095367432,1.0809999704360962,1.1180000305175781,4637,342.751818,341.1576546,334.3578752,332.6289685,338.7054711,340.4763175
1.165874958,1.1204999685287476,0.9971250295639038,0.9922500252723694,1.1009999513626099,1.1393749713897705,4697,343.9254102,342.347396,335.4217254,333.6439284,339.840243,341.6752652
1.188249945640564,1.1419999599456787,1.018375039100647,1.0119999647140503,1.121749997138977,1.1628750562667847,4757,345.1758495,343.5654624,336.6274222,334.7653482,341.0175724,342.993415
1.2130000591278076,1.165624976158142,1.0373749732971191,1.034000039100647,1.144374966621399,1.1858750581741333,4826,346.5590242,344.9039206,337.7054527,336.0145328,342.3012825,344.2835145
1.2374999523162842,1.1891249418258667,1.059249997138977,1.0555000305175781,1.1643749475479126,1.2008750438690186,4894,347.9282152,346.2352941,338.9466119,337.2353222,343.4360544,345.1248828
1.2625000476837158,1.2107499837875366,1.0761250257492065,1.0742499828338623,1.1855000257492065,1.2237499952316284,4954,349.3253602,347.4604452,339.9040782,338.2999618,344.6346627,346.4079681
1.281499981880188,1.2315000295639038,1.0917500257492065,1.0922499895095825,1.2037500143051147,1.2457499504089355,5014,350.3871827,348.636024,340.7906195,339.3220188,345.6701423,347.6419737
1.3036249876022339,1.2518750429153442,1.1160000562667847,1.109375,1.2246249914169312,1.2610000371932983,5072,351.6236517,349.7903556,342.1665333,340.2943927,346.8545602,348.4973705
1.3309999704360962,1.2767499685287476,1.1384999752044678,1.1276249885559082,1.2471250295639038,1.2925000190734863,5138,353.1535187,351.1996265,343.4431483,341.3306439,348.1311819,350.2642447
1.3487499952316284,1.2982499599456787,1.152750015258789,1.1447499990463257,1.264875054359436,1.3140000104904175,5198,354.1454893,352.4176929,344.2516762,342.3030178,349.1382942,351.4702067
1.3723750114440918,1.3202500343322754,1.1740000247955322,1.1637500524520874,1.2868750095367432,1.334375023841858,5263,355.4657872,353.6640912,345.457373,343.3818584,350.3865419,352.6130672
1.3977500200271606,1.3401249647140503,1.193500042,1.1836249828338623,1.3091249465942383,1.3512500524520874,5321,356.8838845,354.7900909,346.5637775,344.5103753,351.6489731,353.5596091
1.4173749685287476,1.3615000247955322,1.2089999914169312,1.2020000219345093,1.325624942779541,1.372249960899353,5382,357.9806363,356.0010795,347.4432236,345.553727,352.5851606,354.7375208
1.4406249523162842,1.3825000524520874,1.2292499542236328,1.2202500104904175,1.3587499856948853,1.3896249532699585,5439,359.2799753,357.1908208,348.5921791,346.5899782,354.4646306,355.7121063
1.4618749618530273,1.405750036239624,1.250249981880188,1.2416249513626099,1.3807499408721924,1.4137500524520874,5505,360.4675446,358.5080318,349.7836922,347.8036671,355.7128783,357.0653139
1.484125018119812,1.4303749799728394,1.2717499732971191,1.261625051498413,1.402500033378601,1.4391249418258667,5571,361.7110021,359.9031401,351.0035726,348.9392913,356.946949,358.4886239
1.5082499980926514,1.4542499780654907,1.294124960899353,1.281000018119812,1.4263750314712524,1.4621249437332153,5638,363.0592408,361.2557608,352.273099,350.0394198,358.3015841,359.7787234
1.5328749418258667,1.4769999980926514,1.315500020980835,1.2983750104904175,1.4356249570846558,1.4892499446868896,5705,364.4354203,362.5446467,353.485891,351.0259879,358.8264123,361.3001993
1.5567500591278076,1.4996249675750732,1.331375002861023,1.3183749914169312,1.453874945640564,1.5092500448226929,5766,365.7696953,363.826448,354.3866159,352.1616053,359.8618919,362.4220305
1.5833749771118164,1.5231250524520874,1.3507499694824219,1.334375023841858,1.475000023841858,1.5295000076293945,5825,367.2576445,365.1578283,355.4859253,353.0701019,361.0605002,363.5578768
1.6036250591278076,1.543125033378601,1.3737499713897705,1.3597500324249268,1.4950000047683716,1.5449999570846558,5893,368.3893322,366.2909127,356.7909142,354.5109184,362.1952721,364.4272887
1.6298749446868896,1.5688749551773071,1.3904999494552612,1.378250002861023,1.5298750400543213,1.5683749914169312,5953,369.8563225,367.7497558,357.7412853,355.5613638,364.1740343,365.7384243
1.6481250524520874,1.5891250371932983,1.4116250276565552,1.3986250162124634,1.5384999513626099,1.5973750352859497,6021,370.8762406,368.8970095,358.9398936,356.7182759,364.6634001,367.3650737
1.6727499961853027,1.612125039100647,1.428375005722046,1.4173749685287476,1.5563750267028809,1.6178749799728394,6081,372.25242,370.200058,359.8902647,357.7829155,365.6776076,368.5149418
1.6972500085830688,1.6323750019073486,1.4521249532699585,1.433500051498413,1.5802500247955322,1.6380000114440918,6139,373.6216176,371.3473049,361.2378045,358.6985126,367.0322427,369.6437805
1.715999960899353,1.6543749570846558,1.4666249752044678,1.4522500038146973,1.596250057220459,1.6606249809265137,6199,374.6694698,372.5936965,362.0605161,359.7631522,367.9400628,370.912844
1.7389999628067017,1.6737500429153442,1.4893749952316284,1.4707499742507935,1.6174999475479126,1.6825000047683716,6260,375.9548384,373.6913779,363.3513214,360.8135976,369.1457528,372.139842
1.7610000371932983,1.6994999647140503,1.5066250562667847,1.4900000095367432,1.6397500038146973,1.697124958,6327,377.1843255,375.150221,364.3300665,361.9066324,370.4081908,372.9601743
1.7869999408721924,1.721250057220459,1.5278749465942383,1.5083750486373901,1.6568750143051147,1.7243750095367432,6387,378.6373454,376.3824568,365.5357565,362.9499841,371.3798407,374.4886645
1.8052500486373901,1.740625023841858,1.540624976158142,1.527500033378601,1.6771249771118164,1.746749997138977,6447,379.6572634,377.4801315,366.2591759,364.0359184,372.5287962,375.7437061
1.8265000581741333,1.7612500190734863,1.5648750066757202,1.5502500534057617,1.7011250257492065,1.7592500448226929,6509,380.8448327,378.6486256,367.6350897,365.3276856,373.8905264,376.4448498
1.858625054359436,1.7866250276565552,1.5832500457763672,1.5656249523162842,1.7200000286102295,1.7892500162124634,6569,382.6401571,380.0862283,368.6776645,366.2006866,374.9614685,378.1275865
1.8707499504089355,1.8051249980926514,1.5991250276565552,1.5833749771118164,1.7384999990463257,1.8093750476837158,6629,383.317764,381.1343307,369.5783895,367.2085494,376.0111317,379.2564252
1.8964999914169312,1.8252500295639038,1.622499942779541,1.6016249656677246,1.7751250267028809,1.8228750228881836,6688,384.7568202,382.2744998,370.9046505,368.2448006,378.0891862,380.0136561
1.915874958,1.8463749885559082,1.644374966621399,1.6196249723434448,1.7813750505447388,1.8473750352859497,6756,385.8396016,383.4713191,372.1458097,369.2668576,378.4438041,381.387893
1.9418749809265137,1.8704999685287476,1.6596250534057617,1.6395000219345093,1.8007500171661377,1.8703750371932983,6817,387.2926282,384.8381023,373.011079,370.3953813,379.5431134,382.6779925
1.9628750085830688,1.893375039100647,1.6771249771118164,1.659999966621399,1.8196250200271606,1.8967499732971191,6879,388.4662271,386.1340728,374.0040009,371.5593871,380.6140555,384.1573964
1.9865000247955322,1.9152499437332153,1.700374960899353,1.6833750009536743,1.8427499532699585,1.9184999465942383,6943,389.786525,387.3733797,375.3231735,372.8866431,381.9261329,385.3773801
2.0177500247955322,1.9447499513626099,1.7183749675750732,1.7041250467300415,1.8630000352859497,1.9462499618530273,7012,391.5329497,389.0446813,376.3444695,374.0648499,383.0750951,386.9339139
2.0360000133514404,1.9636249542236328,1.7428749799728394,1.7257499694824219,1.888124942779541,1.9544999599456787,7076,392.552861,390.1140309,377.734567,375.292733,384.5006483,387.3966669
2.0622498989105225,1.9892499446868896,1.7613749504089355,1.7422499656677246,1.9073749780654907,1.984624981880188,7137,394.0198513,391.5657961,378.7842302,376.229618,385.5928692,389.0864178
2.080125093460083,2.0063750743865967,1.777250051498413,1.759124994277954,1.925624966621399,2.0016250610351562,7196,395.0188171,392.5360079,379.684962,377.1877977,386.6283488,390.039974
2.1034998893737793,2.0274999141693115,1.7994999885559082,1.7743749618530273,1.9463750123977661,2.022125005722046,7254,396.3251313,393.7328204,380.9473932,378.053705,387.8056783,391.1898421
2.1222500801086426,2.050374984741211,1.812999963760376,1.7934999465942383,1.9623750448226929,2.0476250648498535,7315,397.3729968,395.028791,381.7133635,379.1396393,388.7134984,392.6201729
2.1435000896453857,2.069624900817871,1.8368749618530273,1.8168749809265137,1.9835000038146973,2.0643749237060547,7376,398.5605661,396.119381,383.0679986,380.4668953,389.9121,393.5596939
2.173374891281128,2.0951249599456787,1.8562500476837158,1.8342499732971191,2.0068750381469727,2.0898749828338623,7439,400.2301369,397.5640684,384.1673147,381.4534635,391.2383678,394.9900248
2.189500093460083,2.115875005722046,1.868749976158142,1.856624960899353,2.0258750915527344,2.1141250133514404,7499,401.1313034,398.7396472,384.8765437,382.7239359,392.316405,396.35024
2.215749979019165,2.135124921798706,1.891124963760376,1.8746249675750732,2.0617499351501465,2.125499963760376,7557,402.5982937,399.8302372,386.1460702,383.7459929,394.3518951,396.9882755
2.238874912261963,2.1610000133514404,1.9106249809265137,1.8923749923706055,2.0833749771118164,2.1470000743865967,7626,403.8906442,401.2961718,387.2524747,384.7538558,395.5788706,398.1942441
2.256000042,2.181499958,1.9361250400543213,1.9138749837875366,2.087625026702881,2.1670000553131104,7690,404.8476921,402.4575813,388.6993135,385.9746451,395.8200127,399.3160686
2.283874988555908,2.215125084,1.9517500400543213,1.9305000305175781,2.104749917984009,2.199625015258789,7749,406.4054999,404.3625884,389.5858548,386.9186306,396.7916558,401.1460443
2.3010001182556152,2.2261250019073486,1.9733749628067017,1.952375054359436,2.1261250972747803,2.225874900817871,7810,407.3625479,404.9857808,390.8128237,388.1607147,398.0044545,402.6184339
2.3259999752044678,2.2521250247955322,1.9897500276565552,1.9718749523162842,2.1483750343322754,2.250499963760376,7879,408.7596796,406.4587932,391.7419226,389.2679369,399.2668858,403.9996851
2.3526248931884766,2.2715001106262207,2.012000084,1.9911249876022339,2.169250011444092,2.2690000534057617,7939,410.2476288,407.5564747,393.0043607,390.3609717,400.4513037,405.0373788
2.372375011444092,2.2931249141693115,2.0255000591278076,2.014125108718872,2.1883749961853027,2.288374900817871,8000,411.3513758,408.7816122,393.770331,391.6669399,401.5364294,406.1241387
2.395250082015991,2.3153750896453857,2.0455000400543213,2.0283749103546143,2.2119998931884766,2.311875104904175,8061,412.6297626,410.0421798,394.9051028,392.4760568,402.8768741,407.4422952
2.418250084,2.335624933242798,2.0712499618530273,2.0527501106262207,2.232374906539917,2.3177499771118164,8126,413.9151312,411.18942,396.3661185,393.8601032,404.0329247,407.7718243
2.4472498893737793,2.361375093460083,2.088749885559082,2.068125009536743,2.270750045776367,2.3448750972747803,8186,415.5358024,412.6482767,397.3590404,394.7331041,406.2102781,409.2933069
2.460249900817871,2.3817501068115234,2.109499931335449,2.086750030517578,2.270625114440918,2.3752501010894775,8252,416.2623157,413.8026083,398.5363699,395.79065,406.2031897,410.9970796
2.484499931335449,2.403249979019165,2.1242499351501465,2.105375051498413,2.290874958,2.3989999294281006,8313,417.6175429,415.020668,399.3732651,396.8481959,407.3521383,412.3292379
2.511625051498413,2.424875020980835,2.1470000743865967,2.122499942779541,2.311000108718872,2.4177498817443848,8371,419.1334462,416.245819,400.6640772,397.8205631,408.4940121,413.3809466
2.5309998989105225,2.4457499980926514,2.1606249809265137,2.1445000171661377,2.3267500400543213,2.440999984741211,8432,420.216221,417.4284757,401.4371359,399.0697476,409.3876419,414.6850746
2.552875042,2.4660000801086426,2.183500051498413,2.1677498817443848,2.3496251106262207,2.466125011444092,8493,421.4387262,418.5757294,402.7350364,400.3898964,410.6855424,416.0943694
2.578000068664551,2.492875099182129,2.200624942779541,2.1882500648498535,2.3708748817443848,2.4902501106262207,8563,422.8428531,420.0983142,403.7066796,401.5539158,411.8912256,417.4475771
2.6031250953674316,2.5123751163482666,2.226375102996826,2.2079999446868896,2.3938748836517334,2.5023748874664307,8623,424.24698,421.2030735,405.1677087,402.6753322,413.1962145,418.1276713
2.6222500801086426,2.5353751182556152,2.239875078201294,2.223875045776367,2.407249927520752,2.5273749828338623,8683,425.3157911,422.5061219,405.933679,403.5767351,413.9550964,419.5299586
2.6453750133514404,2.556375026702881,2.2634999752044678,2.246999979019165,2.428375005722046,2.5516250133514404,8744,426.6081416,423.6958565,407.2741237,404.8897902,415.1537047,420.8901737
2.676374912261963,2.5838749408721924,2.281125068664551,2.2634999752044678,2.452125072479248,2.5777499675750732,8814,428.3405892,425.2538442,408.2741476,405.8266752,416.5012513,422.3555558
2.6923749446868896,2.603250026702881,2.305000066757202,2.2869999408721924,2.469749927520752,2.597249984741211,8877,429.2347604,426.3515257,409.6287826,407.161025,417.5012617,423.4493366
2.7211248874664307,2.6278750896453857,2.3203749656677246,2.307374954223633,2.4967501163482666,2.6167500019073486,8944,430.8414679,427.7466408,410.5011336,408.317937,419.0332158,424.5431175
2.749500036239624,2.649749994277954,2.3441250324249268,2.3268749713897705,2.5364999771118164,2.6313750743865967,9004,432.4272297,428.9859476,411.8486802,409.425166,421.2885691,425.3634565
2.762000084,2.6702499389648438,2.3651249408721924,2.346750020980835,2.537874937057495,2.658750057220459,9070,433.1258023,430.1473571,413.0401865,410.5536897,421.3665824,426.8989543
2.793375015258789,2.697124958,2.3778750896453857,2.366374969482422,2.552999973297119,2.687375068664551,9131,434.8792088,431.6699419,413.7636127,411.6680124,422.2247565,428.5045677
2.8113749027252197,2.715749979019165,2.404750108718872,2.388624906539917,2.5747499465942383,2.6875,9192,435.8851431,432.7251289,415.2884648,412.9313844,423.4588205,428.5115753
2.8429999351501465,2.7436249256134033,2.4232499599456787,2.403625011444092,2.5933749675750732,2.734375,9253,437.6525266,434.3043638,416.3381213,413.7831042,424.5155789,431.1408539
2.8570001125335693,2.7613749504089355,2.437624931335449,2.4202499389648438,2.6122500896453857,2.755500078201294,9313,438.4349348,435.3099786,417.1537377,414.727083,425.5865278,432.3257865
2.880000114440918,2.7798750400543213,2.4635000228881836,2.4427499771118164,2.635124921798706,2.7723751068115234,9377,439.7203034,436.3580878,418.6218554,416.0046559,426.8844148,433.2723284
2.914375066757202,2.808875084,2.4795000553131104,2.4665000438690186,2.6521248817443848,2.7981250286102295,9447,441.6413679,438.0010642,419.5296755,417.3532067,427.8489695,434.7166744
2.9297499656677246,2.8289999961853027,2.4988749027252197,2.4861249923706055,2.6806249618530273,2.8108749389648438,9512,442.5006031,439.1412265,420.6289781,418.4675294,429.4660254,435.4318332
2.955625057220459,2.8526248931884766,2.522624969482422,2.508500099182129,2.7012500762939453,2.8388750553131104,9571,443.9466479,440.479678,421.9765247,419.7380086,430.6362664,437.0023954
2.9574999809265137,2.8722500801086426,2.537250042,2.5253748893737793,2.715749979019165,2.862999916,9631,444.0514291,441.5915287,422.8063315,420.6961748,431.4589713,438.3555897
2.959625005722046,2.8954999446868896,2.558875084,2.542375087738037,2.7387499809265137,2.8892500400543213,9694,444.1701873,442.9087329,424.0333071,421.6614618,432.7639602,439.8279927
2.959125042,2.913374900817871,2.586750030517578,2.565124988555908,2.7578749656677246,2.9000000953674316,9760,444.1422466,443.9214256,425.6148938,422.9532222,433.8490859,440.430977
2.963624954223633,2.9277501106262207,2.6051249504089355,2.5810000896453857,2.7990000247955322,2.918750047683716,9820,444.3937268,444.7358427,426.6574618,423.8546251,436.182466,441.4826858
2.9549999237060547,2.921750068664551,2.6288750171661377,2.6036250591278076,2.803499937057495,2.953249931335449,9888,443.9117119,444.3959147,428.0050084,425.1392917,436.437785,443.4178283
2.958250045776367,2.924875020980835,2.6387500762939453,2.6238749027252197,2.817125082015991,2.972374916,9949,444.0933469,444.5729566,428.5653059,426.2890966,437.2108572,444.4905731
