-0.037,-0.006,9.793
-0.038,0.001,9.787
-0.036,-0.006,9.792
-0.044,-0.003,9.798
-0.034,-0.003,9.797
-0.039,-0.007,9.794
-0.029,-0.004,9.79
-0.028,-0.001,9.792
-0.035,-0.002,9.789
-0.037,0.007,9.802
-0.039,-0.001,9.795
-0.037,-0.001,9.799
-0.035,-0.005,9.796
-0.027,-0.01,9.802
-0.041,-0.002,9.801
-0.034,-0.001,9.791
-0.036,-0.011,9.788
-0.024,-0.001,9.799
-0.033,-0.008,9.787
-0.037,-0.005,9.799
-0.039,-0.001,9.785
-0.038,0.006,9.795
-0.043,-0.01,9.799
-0.04,-0.003,9.79
-0.032,-0.008,9.801
-0.038,-0.007,9.793
-0.039,-0.004,9.791
-0.027,-0.008,9.799
-0.033,-0.004,9.795
-0.032,-0.005,9.796
-0.042,-0.009,9.79
-0.03,-0.009,9.792
-0.034,-0.003,9.797
-0.035,0.003,9.796
-0.043,-0.004,9.799
-0.034,0.003,9.787
-0.038,-0.004,9.8
-0.037,-0.002,9.79
-0.025,-0.001,9.781
-0.032,-0.005,9.796
-0.035,0.005,9.789
-0.033,0.003,9.795
-0.036,-0.008,9.799
-0.038,0.001,9.791
-0.025,0.001,9.796
-0.034,0.004,9.785
-0.032,0.007,9.791
-0.035,-0.012,9.794
-0.037,-0.002,9.795
-0.037,-0.002,9.793
-0.025,-0.003,9.793
-0.037,-0.001,9.796
-0.04,0.0,9.795
-0.026,0.002,9.798
-0.046,-0.009,9.792
-0.027,-0.003,9.792
-0.039,-0.002,9.8
-0.039,-0.001,9.792
-0.031,-0.002,9.793
-0.039,-0.001,9.799
-0.033,-0.0,9.803
-0.037,-0.006,9.791
-0.035,-0.005,9.795
-0.03,-0.006,9.792
-0.029,-0.004,9.79
-0.039,-0.011,9.788
-0.036,0.0,9.795
-0.028,-0.008,9.801
-0.032,0.001,9.796
-0.035,-0.008,9.787
-0.033,0.002,9.8
-0.043,-0.007,9.797
-0.041,-0.004,9.797
-0.035,0.001,9.795
-0.033,0.004,9.781
-0.04,-0.008,9.787
-0.03,0.002,9.792
-0.029,-0.006,9.788
-0.035,-0.003,9.787
-0.038,-0.002,9.796
-0.031,-0.002,9.795
-0.038,-0.006,9.799
-0.037,0.007,9.787
-0.041,-0.005,9.792
-0.032,-0.0,9.796
-0.033,-0.004,9.795
-0.035,-0.005,9.799
-0.037,-0.007,9.796
-0.032,-0.003,9.795
-0.037,-0.007,9.792
-0.034,-0.006,9.799
-0.031,0.004,9.794
-0.037,0.001,9.802
-0.037,0.007,9.785
-0.027,0.0,9.796
-0.035,0.0,9.798
-0.045,-0.004,9.793
-0.034,-0.01,9.784
-0.037,-0.008,9.794
-0.03,0.003,9.795
-0.043,0.003,9.787
-0.034,0.001,9.794
-0.036,-0.001,9.797
-0.036,-0.003,9.797
-0.029,-0.003,9.797
-0.031,-0.002,9.786
-0.034,0.008,9.792
-0.04,-0.005,9.789
-0.037,-0.002,9.797
-0.037,0.004,9.786
-0.038,-0.012,9.788
-0.037,0.007,9.788
-0.027,-0.008,9.799
-0.034,0.001,9.797
-0.025,-0.0,9.795
-0.04,-0.006,9.794
-0.036,0.003,9.788
-0.036,-0.014,9.793
-0.031,-0.009,9.798
-0.028,-0.002,9.794
-0.041,0.001,9.803
-0.035,0.002,9.796
-0.043,0.004,9.797
-0.028,-0.003,9.797
-0.036,-0.008,9.786
-0.04,0.003,9.788
-0.032,-0.008,9.795
-0.025,-0.007,9.804
-0.029,-0.003,9.797
-0.04,0.002,9.803
-0.037,-0.011,9.799
-0.031,0.001,9.792
-0.032,-0.002,9.794
-0.037,-0.012,9.797
-0.028,-0.008,9.795
-0.039,0.006,9.801
-0.033,-0.002,9.802
-0.038,-0.0,9.786
-0.038,-0.0,9.798
-0.039,-0.005,9.791
-0.032,-0.006,9.798
-0.041,-0.0,9.789
-0.035,-0.001,9.796
-0.03,-0.01,9.802
-0.026,-0.001,9.786
-0.03,-0.005,9.799
-0.028,-0.005,9.794
-0.028,-0.004,9.794
-0.031,-0.004,9.793
-0.034,-0.006,9.781
-0.034,0.006,9.79
-0.034,-0.007,9.802
-0.031,-0.013,9.795
-0.026,-0.005,9.791
-0.034,-0.007,9.796
-0.038,-0.006,9.794
-0.041,-0.004,9.794
-0.032,-0.003,9.792
-0.029,-0.014,9.801
-0.036,-0.006,9.785
-0.042,0.004,9.798
-0.028,-0.001,9.795
-0.036,-0.002,9.782
-0.032,-0.007,9.798
-0.031,-0.003,9.797
-0.042,-0.008,9.797
-0.034,-0.004,9.794
-0.033,-0.002,9.786
-0.028,-0.009,9.794
-0.037,-0.009,9.79
-0.027,0.004,9.8
-0.033,-0.002,9.792
-0.038,0.001,9.792
-0.024,-0.002,9.806
-0.034,-0.005,9.796
-0.035,-0.002,9.792
-0.034,-0.006,9.786
-0.041,-0.002,9.798
-0.028,-0.0,9.804
-0.033,-0.004,9.797
-0.028,-0.005,9.792
-0.042,-0.01,9.794
-0.043,-0.006,9.793
-0.031,-0.005,9.79
-0.037,-0.002,9.791
-0.037,-0.001,9.801
-0.036,-0.007,9.794
-0.023,-0.004,9.793
-0.031,-0.001,9.79
-0.032,-0.007,9.795
-0.042,-0.01,9.804
-0.032,0.001,9.792
-0.031,-0.003,9.805
-0.024,0.009,9.8
-0.039,-0.0,9.8
-0.029,0.001,9.801
-0.033,-0.011,9.796
-0.028,-0.003,9.796
-0.038,-0.009,9.805
-0.033,0.003,9.796
-0.038,-0.009,9.798
-0.036,0.002,9.793
-0.034,0.002,9.79
-0.038,0.004,9.796
-0.038,-0.003,9.798
-0.045,-0.016,9.79
-0.031,-0.011,9.793
-0.028,-0.005,9.794
-0.033,-0.006,9.799
-0.03,-0.008,9.792
-0.032,-0.004,9.79
-0.023,-0.004,9.795
-0.034,-0.01,9.793
-0.025,0.003,9.801
-0.032,-0.006,9.789
-0.027,0.001,9.796
-0.037,-0.009,9.801
-0.031,0.004,9.796
-0.036,-0.012,9.798
-0.028,-0.003,9.788
-0.035,0.001,9.789
-0.031,0.005,9.797
-0.037,0.001,9.794
-0.038,-0.004,9.792
-0.027,-0.012,9.784
-0.029,-0.005,9.795
-0.037,0.0,9.795
-0.038,-0.001,9.795
-0.033,-0.006,9.799
-0.023,-0.007,9.796
-0.042,-0.006,9.795
-0.032,-0.004,9.79
-0.031,-0.001,9.793
-0.033,0.003,9.791
-0.04,-0.004,9.793
-0.038,-0.003,9.795
-0.036,-0.0,9.795
-0.039,0.005,9.798
-0.028,-0.008,9.793
-0.031,-0.003,9.787
-0.038,-0.008,9.788
-0.028,0.0,9.801
-0.022,-0.015,9.787
-0.037,-0.002,9.793
-0.037,-0.006,9.798
-0.023,0.003,9.798
-0.032,-0.013,9.798
-0.044,0.001,9.799
-0.035,-0.005,9.79
-0.026,-0.003,9.795
-0.034,-0.011,9.794
-0.036,-0.005,9.793
-0.023,-0.005,9.792
-0.028,-0.01,9.792
-0.023,-0.005,9.787
-0.036,0.003,9.797
-0.037,-0.004,9.798
-0.037,-0.005,9.783
-0.039,-0.001,9.789
-0.026,-0.002,9.784
-0.038,-0.01,9.791
-0.032,-0.002,9.797
-0.028,-0.007,9.791
-0.036,-0.003,9.782
-0.033,-0.004,9.805
-0.037,0.004,9.8
-0.037,-0.003,9.793
-0.044,-0.004,9.788
-0.035,0.003,9.783
-0.032,0.004,9.794
-0.035,0.005,9.793
-0.036,-0.001,9.786
-0.04,-0.006,9.799
-0.038,0.002,9.797
-0.035,-0.002,9.808
-0.036,-0.003,9.793
-0.023,-0.004,9.787
-0.029,-0.004,9.799
-0.032,-0.003,9.806
-0.031,-0.008,9.793
-0.016,0.004,9.798
-0.042,-0.003,9.79
-0.025,-0.007,9.804
-0.034,0.004,9.8
-0.029,0.005,9.785
-0.038,-0.001,9.802
-0.028,0.0,9.795
-0.035,-0.009,9.794
-0.038,-0.005,9.8
-0.03,-0.002,9.796
-0.039,-0.004,9.798
-0.023,-0.004,9.794
-0.037,-0.004,9.809
-0.034,0.001,9.798
-0.03,-0.004,9.795
-0.035,-0.005,9.793
-0.036,0.001,9.795
-0.032,-0.002,9.787
-0.031,0.001,9.794
-0.039,-0.001,9.789
-0.036,-0.004,9.788
-0.036,-0.002,9.795
-0.03,-0.005,9.8
-0.037,0.003,9.789
-0.023,0.0,9.796
-0.031,0.002,9.791
-0.032,0.007,9.8
-0.028,-0.006,9.79
-0.03,-0.003,9.798
-0.032,-0.004,9.798
-0.04,-0.002,9.798
-0.03,-0.003,9.795
-0.034,0.001,9.791
-0.033,-0.005,9.791
-0.031,-0.003,9.796
-0.044,-0.001,9.79
-0.032,-0.0,9.796
-0.032,0.0,9.792
-0.03,-0.003,9.789
-0.034,-0.0,9.79
-0.033,0.002,9.804
-0.031,-0.007,9.797
-0.043,0.003,9.797
-0.04,0.007,9.805
-0.04,-0.008,9.791
-0.028,-0.001,9.799
-0.027,-0.016,9.788
-0.036,-0.001,9.79
-0.03,-0.005,9.797
-0.037,-0.007,9.792
-0.027,0.001,9.791
-0.028,-0.009,9.792
-0.026,0.003,9.789
-0.043,0.0,9.786
-0.033,-0.01,9.793
-0.034,-0.014,9.794
